MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10003448599,000000000023738688,0.274,Active Import Interval (kW),16-06-2024 15:00
10003448599,000000000023738688,1.008,Active Import Interval (kW),16-06-2024 14:30
10003448599,000000000023738688,1.038,Active Import Interval (kW),16-06-2024 14:00
10003448599,000000000023738688,0.370,Active Import Interval (kW),16-06-2024 13:30
10003448599,000000000023738688,0.392,Active Import Interval (kW),16-06-2024 13:00
10003448599,000000000023738688,0.392,Active Import Interval (kW),16-06-2024 12:30
10003448599,000000000023738688,0.362,Active Import Interval (kW),16-06-2024 12:00
10003448599,000000000023738688,0.350,Active Import Interval (kW),16-06-2024 11:30
10003448599,000000000023738688,0.214,Active Import Interval (kW),16-06-2024 11:00
10003448599,000000000023738688,0.236,Active Import Interval (kW),16-06-2024 10:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),16-06-2024 10:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),16-06-2024 09:30
10003448599,000000000023738688,0.096,Active Import Interval (kW),16-06-2024 09:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),16-06-2024 08:30
10003448599,000000000023738688,1.538,Active Import Interval (kW),16-06-2024 08:00
10003448599,000000000023738688,2.850,Active Import Interval (kW),16-06-2024 07:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),16-06-2024 07:00
10003448599,000000000023738688,0.110,Active Import Interval (kW),16-06-2024 06:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),16-06-2024 06:00
10003448599,000000000023738688,0.098,Active Import Interval (kW),16-06-2024 05:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),16-06-2024 05:00
10003448599,000000000023738688,0.132,Active Import Interval (kW),16-06-2024 04:30
10003448599,000000000023738688,0.236,Active Import Interval (kW),16-06-2024 04:00
10003448599,000000000023738688,0.352,Active Import Interval (kW),16-06-2024 03:30
10003448599,000000000023738688,0.422,Active Import Interval (kW),16-06-2024 03:00
10003448599,000000000023738688,1.736,Active Import Interval (kW),16-06-2024 02:30
10003448599,000000000023738688,1.148,Active Import Interval (kW),16-06-2024 02:00
10003448599,000000000023738688,0.496,Active Import Interval (kW),16-06-2024 01:30
10003448599,000000000023738688,0.542,Active Import Interval (kW),16-06-2024 01:00
10003448599,000000000023738688,0.520,Active Import Interval (kW),16-06-2024 00:30
10003448599,000000000023738688,0.540,Active Import Interval (kW),16-06-2024 00:00
10003448599,000000000023738688,0.550,Active Import Interval (kW),15-06-2024 23:30
10003448599,000000000023738688,0.506,Active Import Interval (kW),15-06-2024 23:00
10003448599,000000000023738688,0.534,Active Import Interval (kW),15-06-2024 22:30
10003448599,000000000023738688,0.546,Active Import Interval (kW),15-06-2024 22:00
10003448599,000000000023738688,0.514,Active Import Interval (kW),15-06-2024 21:30
10003448599,000000000023738688,0.560,Active Import Interval (kW),15-06-2024 21:00
10003448599,000000000023738688,0.690,Active Import Interval (kW),15-06-2024 20:30
10003448599,000000000023738688,1.626,Active Import Interval (kW),15-06-2024 20:00
10003448599,000000000023738688,0.304,Active Import Interval (kW),15-06-2024 19:30
10003448599,000000000023738688,0.454,Active Import Interval (kW),15-06-2024 19:00
10003448599,000000000023738688,0.230,Active Import Interval (kW),15-06-2024 18:30
10003448599,000000000023738688,0.276,Active Import Interval (kW),15-06-2024 18:00
10003448599,000000000023738688,0.248,Active Import Interval (kW),15-06-2024 17:30
10003448599,000000000023738688,0.252,Active Import Interval (kW),15-06-2024 17:00
10003448599,000000000023738688,0.272,Active Import Interval (kW),15-06-2024 16:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),15-06-2024 16:00
10003448599,000000000023738688,0.268,Active Import Interval (kW),15-06-2024 15:30
10003448599,000000000023738688,0.262,Active Import Interval (kW),15-06-2024 15:00
10003448599,000000000023738688,0.236,Active Import Interval (kW),15-06-2024 14:30
10003448599,000000000023738688,0.384,Active Import Interval (kW),15-06-2024 14:00
10003448599,000000000023738688,0.230,Active Import Interval (kW),15-06-2024 13:30
10003448599,000000000023738688,0.224,Active Import Interval (kW),15-06-2024 13:00
10003448599,000000000023738688,0.252,Active Import Interval (kW),15-06-2024 12:30
10003448599,000000000023738688,0.206,Active Import Interval (kW),15-06-2024 12:00
10003448599,000000000023738688,0.258,Active Import Interval (kW),15-06-2024 11:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),15-06-2024 11:00
10003448599,000000000023738688,0.234,Active Import Interval (kW),15-06-2024 10:30
10003448599,000000000023738688,0.236,Active Import Interval (kW),15-06-2024 10:00
10003448599,000000000023738688,0.214,Active Import Interval (kW),15-06-2024 09:30
10003448599,000000000023738688,0.266,Active Import Interval (kW),15-06-2024 09:00
10003448599,000000000023738688,0.206,Active Import Interval (kW),15-06-2024 08:30
10003448599,000000000023738688,1.694,Active Import Interval (kW),15-06-2024 08:00
10003448599,000000000023738688,2.836,Active Import Interval (kW),15-06-2024 07:30
10003448599,000000000023738688,0.268,Active Import Interval (kW),15-06-2024 07:00
10003448599,000000000023738688,0.202,Active Import Interval (kW),15-06-2024 06:30
10003448599,000000000023738688,0.270,Active Import Interval (kW),15-06-2024 06:00
10003448599,000000000023738688,0.202,Active Import Interval (kW),15-06-2024 05:30
10003448599,000000000023738688,0.266,Active Import Interval (kW),15-06-2024 05:00
10003448599,000000000023738688,0.210,Active Import Interval (kW),15-06-2024 04:30
10003448599,000000000023738688,0.260,Active Import Interval (kW),15-06-2024 04:00
10003448599,000000000023738688,0.212,Active Import Interval (kW),15-06-2024 03:30
10003448599,000000000023738688,0.248,Active Import Interval (kW),15-06-2024 03:00
10003448599,000000000023738688,0.226,Active Import Interval (kW),15-06-2024 02:30
10003448599,000000000023738688,0.234,Active Import Interval (kW),15-06-2024 02:00
10003448599,000000000023738688,0.244,Active Import Interval (kW),15-06-2024 01:30
10003448599,000000000023738688,0.218,Active Import Interval (kW),15-06-2024 01:00
10003448599,000000000023738688,0.256,Active Import Interval (kW),15-06-2024 00:30
10003448599,000000000023738688,0.210,Active Import Interval (kW),15-06-2024 00:00
10003448599,000000000023738688,0.262,Active Import Interval (kW),14-06-2024 23:30
10003448599,000000000023738688,0.250,Active Import Interval (kW),14-06-2024 23:00
10003448599,000000000023738688,0.208,Active Import Interval (kW),14-06-2024 22:30
10003448599,000000000023738688,0.178,Active Import Interval (kW),14-06-2024 22:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),14-06-2024 21:30
10003448599,000000000023738688,0.202,Active Import Interval (kW),14-06-2024 21:00
10003448599,000000000023738688,0.402,Active Import Interval (kW),14-06-2024 20:30
10003448599,000000000023738688,0.354,Active Import Interval (kW),14-06-2024 20:00
10003448599,000000000023738688,0.392,Active Import Interval (kW),14-06-2024 19:30
10003448599,000000000023738688,0.388,Active Import Interval (kW),14-06-2024 19:00
10003448599,000000000023738688,0.360,Active Import Interval (kW),14-06-2024 18:30
10003448599,000000000023738688,0.412,Active Import Interval (kW),14-06-2024 18:00
10003448599,000000000023738688,0.396,Active Import Interval (kW),14-06-2024 17:30
10003448599,000000000023738688,0.296,Active Import Interval (kW),14-06-2024 17:00
10003448599,000000000023738688,0.214,Active Import Interval (kW),14-06-2024 16:30
10003448599,000000000023738688,0.214,Active Import Interval (kW),14-06-2024 16:00
10003448599,000000000023738688,0.176,Active Import Interval (kW),14-06-2024 15:30
10003448599,000000000023738688,0.198,Active Import Interval (kW),14-06-2024 15:00
10003448599,000000000023738688,0.356,Active Import Interval (kW),14-06-2024 14:30
10003448599,000000000023738688,0.178,Active Import Interval (kW),14-06-2024 14:00
10003448599,000000000023738688,0.262,Active Import Interval (kW),14-06-2024 13:30
10003448599,000000000023738688,0.370,Active Import Interval (kW),14-06-2024 13:00
10003448599,000000000023738688,0.198,Active Import Interval (kW),14-06-2024 12:30
10003448599,000000000023738688,0.310,Active Import Interval (kW),14-06-2024 12:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),14-06-2024 11:30
10003448599,000000000023738688,0.196,Active Import Interval (kW),14-06-2024 11:00
10003448599,000000000023738688,0.188,Active Import Interval (kW),14-06-2024 10:30
10003448599,000000000023738688,0.310,Active Import Interval (kW),14-06-2024 10:00
10003448599,000000000023738688,0.316,Active Import Interval (kW),14-06-2024 09:30
10003448599,000000000023738688,0.176,Active Import Interval (kW),14-06-2024 09:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),14-06-2024 08:30
10003448599,000000000023738688,1.644,Active Import Interval (kW),14-06-2024 08:00
10003448599,000000000023738688,2.716,Active Import Interval (kW),14-06-2024 07:30
10003448599,000000000023738688,0.096,Active Import Interval (kW),14-06-2024 07:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),14-06-2024 06:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),14-06-2024 06:00
10003448599,000000000023738688,0.104,Active Import Interval (kW),14-06-2024 05:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),14-06-2024 05:00
10003448599,000000000023738688,0.092,Active Import Interval (kW),14-06-2024 04:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),14-06-2024 04:00
10003448599,000000000023738688,0.086,Active Import Interval (kW),14-06-2024 03:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),14-06-2024 03:00
10003448599,000000000023738688,0.086,Active Import Interval (kW),14-06-2024 02:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),14-06-2024 02:00
10003448599,000000000023738688,0.092,Active Import Interval (kW),14-06-2024 01:30
10003448599,000000000023738688,0.334,Active Import Interval (kW),14-06-2024 01:00
10003448599,000000000023738688,0.416,Active Import Interval (kW),14-06-2024 00:30
10003448599,000000000023738688,0.436,Active Import Interval (kW),14-06-2024 00:00
10003448599,000000000023738688,0.226,Active Import Interval (kW),13-06-2024 23:30
10003448599,000000000023738688,0.250,Active Import Interval (kW),13-06-2024 23:00
10003448599,000000000023738688,0.822,Active Import Interval (kW),13-06-2024 22:30
10003448599,000000000023738688,2.382,Active Import Interval (kW),13-06-2024 22:00
10003448599,000000000023738688,0.192,Active Import Interval (kW),13-06-2024 21:30
10003448599,000000000023738688,0.168,Active Import Interval (kW),13-06-2024 21:00
10003448599,000000000023738688,0.210,Active Import Interval (kW),13-06-2024 20:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),13-06-2024 20:00
10003448599,000000000023738688,0.280,Active Import Interval (kW),13-06-2024 19:30
10003448599,000000000023738688,0.248,Active Import Interval (kW),13-06-2024 19:00
10003448599,000000000023738688,0.286,Active Import Interval (kW),13-06-2024 18:30
10003448599,000000000023738688,0.234,Active Import Interval (kW),13-06-2024 18:00
10003448599,000000000023738688,0.272,Active Import Interval (kW),13-06-2024 17:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),13-06-2024 17:00
10003448599,000000000023738688,0.440,Active Import Interval (kW),13-06-2024 16:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),13-06-2024 16:00
10003448599,000000000023738688,0.400,Active Import Interval (kW),13-06-2024 15:30
10003448599,000000000023738688,0.234,Active Import Interval (kW),13-06-2024 15:00
10003448599,000000000023738688,1.200,Active Import Interval (kW),13-06-2024 14:30
10003448599,000000000023738688,1.346,Active Import Interval (kW),13-06-2024 14:00
10003448599,000000000023738688,1.286,Active Import Interval (kW),13-06-2024 13:30
10003448599,000000000023738688,0.224,Active Import Interval (kW),13-06-2024 13:00
10003448599,000000000023738688,0.364,Active Import Interval (kW),13-06-2024 12:30
10003448599,000000000023738688,0.268,Active Import Interval (kW),13-06-2024 12:00
10003448599,000000000023738688,0.202,Active Import Interval (kW),13-06-2024 11:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),13-06-2024 11:00
10003448599,000000000023738688,0.366,Active Import Interval (kW),13-06-2024 10:30
10003448599,000000000023738688,0.348,Active Import Interval (kW),13-06-2024 10:00
10003448599,000000000023738688,0.242,Active Import Interval (kW),13-06-2024 09:30
10003448599,000000000023738688,0.196,Active Import Interval (kW),13-06-2024 09:00
10003448599,000000000023738688,0.166,Active Import Interval (kW),13-06-2024 08:30
10003448599,000000000023738688,1.710,Active Import Interval (kW),13-06-2024 08:00
10003448599,000000000023738688,2.712,Active Import Interval (kW),13-06-2024 07:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),13-06-2024 07:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),13-06-2024 06:30
10003448599,000000000023738688,0.186,Active Import Interval (kW),13-06-2024 06:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),13-06-2024 05:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),13-06-2024 05:00
10003448599,000000000023738688,0.186,Active Import Interval (kW),13-06-2024 04:30
10003448599,000000000023738688,0.118,Active Import Interval (kW),13-06-2024 04:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),13-06-2024 03:30
10003448599,000000000023738688,0.170,Active Import Interval (kW),13-06-2024 03:00
10003448599,000000000023738688,0.154,Active Import Interval (kW),13-06-2024 02:30
10003448599,000000000023738688,0.162,Active Import Interval (kW),13-06-2024 02:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),13-06-2024 01:30
10003448599,000000000023738688,0.238,Active Import Interval (kW),13-06-2024 01:00
10003448599,000000000023738688,0.236,Active Import Interval (kW),13-06-2024 00:30
10003448599,000000000023738688,0.246,Active Import Interval (kW),13-06-2024 00:00
10003448599,000000000023738688,0.226,Active Import Interval (kW),12-06-2024 23:30
10003448599,000000000023738688,0.260,Active Import Interval (kW),12-06-2024 23:00
10003448599,000000000023738688,0.206,Active Import Interval (kW),12-06-2024 22:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),12-06-2024 22:00
10003448599,000000000023738688,0.224,Active Import Interval (kW),12-06-2024 21:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),12-06-2024 21:00
10003448599,000000000023738688,0.228,Active Import Interval (kW),12-06-2024 20:30
10003448599,000000000023738688,0.196,Active Import Interval (kW),12-06-2024 20:00
10003448599,000000000023738688,0.382,Active Import Interval (kW),12-06-2024 19:30
10003448599,000000000023738688,0.168,Active Import Interval (kW),12-06-2024 19:00
10003448599,000000000023738688,0.234,Active Import Interval (kW),12-06-2024 18:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),12-06-2024 18:00
10003448599,000000000023738688,0.194,Active Import Interval (kW),12-06-2024 17:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),12-06-2024 17:00
10003448599,000000000023738688,0.288,Active Import Interval (kW),12-06-2024 16:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),12-06-2024 16:00
10003448599,000000000023738688,0.172,Active Import Interval (kW),12-06-2024 15:30
10003448599,000000000023738688,0.176,Active Import Interval (kW),12-06-2024 15:00
10003448599,000000000023738688,0.346,Active Import Interval (kW),12-06-2024 14:30
10003448599,000000000023738688,0.190,Active Import Interval (kW),12-06-2024 14:00
10003448599,000000000023738688,0.136,Active Import Interval (kW),12-06-2024 13:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),12-06-2024 13:00
10003448599,000000000023738688,0.156,Active Import Interval (kW),12-06-2024 12:30
10003448599,000000000023738688,0.268,Active Import Interval (kW),12-06-2024 12:00
10003448599,000000000023738688,0.196,Active Import Interval (kW),12-06-2024 11:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),12-06-2024 11:00
10003448599,000000000023738688,0.424,Active Import Interval (kW),12-06-2024 10:30
10003448599,000000000023738688,0.306,Active Import Interval (kW),12-06-2024 10:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),12-06-2024 09:30
10003448599,000000000023738688,0.188,Active Import Interval (kW),12-06-2024 09:00
10003448599,000000000023738688,0.154,Active Import Interval (kW),12-06-2024 08:30
10003448599,000000000023738688,1.690,Active Import Interval (kW),12-06-2024 08:00
10003448599,000000000023738688,2.580,Active Import Interval (kW),12-06-2024 07:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),12-06-2024 07:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),12-06-2024 06:30
10003448599,000000000023738688,0.090,Active Import Interval (kW),12-06-2024 06:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),12-06-2024 05:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),12-06-2024 05:00
10003448599,000000000023738688,0.088,Active Import Interval (kW),12-06-2024 04:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),12-06-2024 04:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),12-06-2024 03:30
10003448599,000000000023738688,0.108,Active Import Interval (kW),12-06-2024 03:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),12-06-2024 02:30
10003448599,000000000023738688,0.100,Active Import Interval (kW),12-06-2024 02:00
10003448599,000000000023738688,0.238,Active Import Interval (kW),12-06-2024 01:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),12-06-2024 01:00
10003448599,000000000023738688,0.290,Active Import Interval (kW),12-06-2024 00:30
10003448599,000000000023738688,0.210,Active Import Interval (kW),12-06-2024 00:00
10003448599,000000000023738688,0.274,Active Import Interval (kW),11-06-2024 23:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),11-06-2024 23:00
10003448599,000000000023738688,0.236,Active Import Interval (kW),11-06-2024 22:30
10003448599,000000000023738688,0.166,Active Import Interval (kW),11-06-2024 22:00
10003448599,000000000023738688,0.392,Active Import Interval (kW),11-06-2024 21:30
10003448599,000000000023738688,0.370,Active Import Interval (kW),11-06-2024 21:00
10003448599,000000000023738688,0.382,Active Import Interval (kW),11-06-2024 20:30
10003448599,000000000023738688,0.386,Active Import Interval (kW),11-06-2024 20:00
10003448599,000000000023738688,0.260,Active Import Interval (kW),11-06-2024 19:30
10003448599,000000000023738688,0.202,Active Import Interval (kW),11-06-2024 19:00
10003448599,000000000023738688,0.162,Active Import Interval (kW),11-06-2024 18:30
10003448599,000000000023738688,0.218,Active Import Interval (kW),11-06-2024 18:00
10003448599,000000000023738688,0.356,Active Import Interval (kW),11-06-2024 17:30
10003448599,000000000023738688,0.186,Active Import Interval (kW),11-06-2024 17:00
10003448599,000000000023738688,0.170,Active Import Interval (kW),11-06-2024 16:30
10003448599,000000000023738688,0.166,Active Import Interval (kW),11-06-2024 16:00
10003448599,000000000023738688,0.182,Active Import Interval (kW),11-06-2024 15:30
10003448599,000000000023738688,0.352,Active Import Interval (kW),11-06-2024 15:00
10003448599,000000000023738688,0.216,Active Import Interval (kW),11-06-2024 14:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),11-06-2024 14:00
10003448599,000000000023738688,0.220,Active Import Interval (kW),11-06-2024 13:30
10003448599,000000000023738688,0.270,Active Import Interval (kW),11-06-2024 13:00
10003448599,000000000023738688,0.284,Active Import Interval (kW),11-06-2024 12:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),11-06-2024 12:00
10003448599,000000000023738688,0.184,Active Import Interval (kW),11-06-2024 11:30
10003448599,000000000023738688,0.338,Active Import Interval (kW),11-06-2024 11:00
10003448599,000000000023738688,0.206,Active Import Interval (kW),11-06-2024 10:30
10003448599,000000000023738688,0.258,Active Import Interval (kW),11-06-2024 10:00
10003448599,000000000023738688,0.224,Active Import Interval (kW),11-06-2024 09:30
10003448599,000000000023738688,0.176,Active Import Interval (kW),11-06-2024 09:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),11-06-2024 08:30
10003448599,000000000023738688,1.660,Active Import Interval (kW),11-06-2024 08:00
10003448599,000000000023738688,2.672,Active Import Interval (kW),11-06-2024 07:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),11-06-2024 07:00
10003448599,000000000023738688,0.110,Active Import Interval (kW),11-06-2024 06:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),11-06-2024 06:00
10003448599,000000000023738688,0.154,Active Import Interval (kW),11-06-2024 05:30
10003448599,000000000023738688,0.088,Active Import Interval (kW),11-06-2024 05:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),11-06-2024 04:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),11-06-2024 04:00
10003448599,000000000023738688,0.088,Active Import Interval (kW),11-06-2024 03:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),11-06-2024 03:00
10003448599,000000000023738688,0.096,Active Import Interval (kW),11-06-2024 02:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),11-06-2024 02:00
10003448599,000000000023738688,0.088,Active Import Interval (kW),11-06-2024 01:30
10003448599,000000000023738688,0.182,Active Import Interval (kW),11-06-2024 01:00
10003448599,000000000023738688,0.216,Active Import Interval (kW),11-06-2024 00:30
10003448599,000000000023738688,0.274,Active Import Interval (kW),11-06-2024 00:00
10003448599,000000000023738688,0.288,Active Import Interval (kW),10-06-2024 23:30
10003448599,000000000023738688,0.458,Active Import Interval (kW),10-06-2024 23:00
10003448599,000000000023738688,0.272,Active Import Interval (kW),10-06-2024 22:30
10003448599,000000000023738688,0.246,Active Import Interval (kW),10-06-2024 22:00
10003448599,000000000023738688,0.272,Active Import Interval (kW),10-06-2024 21:30
10003448599,000000000023738688,0.460,Active Import Interval (kW),10-06-2024 21:00
10003448599,000000000023738688,0.720,Active Import Interval (kW),10-06-2024 20:30
10003448599,000000000023738688,0.130,Active Import Interval (kW),10-06-2024 20:00
10003448599,000000000023738688,0.132,Active Import Interval (kW),10-06-2024 19:30
10003448599,000000000023738688,0.172,Active Import Interval (kW),10-06-2024 19:00
10003448599,000000000023738688,0.136,Active Import Interval (kW),10-06-2024 18:30
10003448599,000000000023738688,0.184,Active Import Interval (kW),10-06-2024 18:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),10-06-2024 17:30
10003448599,000000000023738688,0.260,Active Import Interval (kW),10-06-2024 17:00
10003448599,000000000023738688,0.182,Active Import Interval (kW),10-06-2024 16:30
10003448599,000000000023738688,0.136,Active Import Interval (kW),10-06-2024 16:00
10003448599,000000000023738688,0.188,Active Import Interval (kW),10-06-2024 15:30
10003448599,000000000023738688,0.306,Active Import Interval (kW),10-06-2024 15:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),10-06-2024 14:30
10003448599,000000000023738688,0.210,Active Import Interval (kW),10-06-2024 14:00
10003448599,000000000023738688,0.184,Active Import Interval (kW),10-06-2024 13:30
10003448599,000000000023738688,0.560,Active Import Interval (kW),10-06-2024 13:00
10003448599,000000000023738688,0.166,Active Import Interval (kW),10-06-2024 12:30
10003448599,000000000023738688,0.164,Active Import Interval (kW),10-06-2024 12:00
10003448599,000000000023738688,0.296,Active Import Interval (kW),10-06-2024 11:30
10003448599,000000000023738688,0.136,Active Import Interval (kW),10-06-2024 11:00
10003448599,000000000023738688,0.272,Active Import Interval (kW),10-06-2024 10:30
10003448599,000000000023738688,0.222,Active Import Interval (kW),10-06-2024 10:00
10003448599,000000000023738688,0.236,Active Import Interval (kW),10-06-2024 09:30
10003448599,000000000023738688,0.188,Active Import Interval (kW),10-06-2024 09:00
10003448599,000000000023738688,0.098,Active Import Interval (kW),10-06-2024 08:30
10003448599,000000000023738688,1.716,Active Import Interval (kW),10-06-2024 08:00
10003448599,000000000023738688,2.608,Active Import Interval (kW),10-06-2024 07:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),10-06-2024 07:00
10003448599,000000000023738688,0.154,Active Import Interval (kW),10-06-2024 06:30
10003448599,000000000023738688,0.092,Active Import Interval (kW),10-06-2024 06:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),10-06-2024 05:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),10-06-2024 05:00
10003448599,000000000023738688,0.104,Active Import Interval (kW),10-06-2024 04:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),10-06-2024 04:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),10-06-2024 03:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),10-06-2024 03:00
10003448599,000000000023738688,0.246,Active Import Interval (kW),10-06-2024 02:30
10003448599,000000000023738688,0.212,Active Import Interval (kW),10-06-2024 02:00
10003448599,000000000023738688,0.280,Active Import Interval (kW),10-06-2024 01:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),10-06-2024 01:00
10003448599,000000000023738688,0.500,Active Import Interval (kW),10-06-2024 00:30
10003448599,000000000023738688,0.440,Active Import Interval (kW),10-06-2024 00:00
10003448599,000000000023738688,0.552,Active Import Interval (kW),09-06-2024 23:30
10003448599,000000000023738688,0.484,Active Import Interval (kW),09-06-2024 23:00
10003448599,000000000023738688,0.546,Active Import Interval (kW),09-06-2024 22:30
10003448599,000000000023738688,1.760,Active Import Interval (kW),09-06-2024 22:00
10003448599,000000000023738688,0.262,Active Import Interval (kW),09-06-2024 21:30
10003448599,000000000023738688,0.256,Active Import Interval (kW),09-06-2024 21:00
10003448599,000000000023738688,0.202,Active Import Interval (kW),09-06-2024 20:30
10003448599,000000000023738688,0.254,Active Import Interval (kW),09-06-2024 20:00
10003448599,000000000023738688,0.226,Active Import Interval (kW),09-06-2024 19:30
10003448599,000000000023738688,0.504,Active Import Interval (kW),09-06-2024 19:00
10003448599,000000000023738688,0.232,Active Import Interval (kW),09-06-2024 18:30
10003448599,000000000023738688,0.316,Active Import Interval (kW),09-06-2024 18:00
10003448599,000000000023738688,0.448,Active Import Interval (kW),09-06-2024 17:30
10003448599,000000000023738688,0.466,Active Import Interval (kW),09-06-2024 17:00
10003448599,000000000023738688,0.428,Active Import Interval (kW),09-06-2024 16:30
10003448599,000000000023738688,0.476,Active Import Interval (kW),09-06-2024 16:00
10003448599,000000000023738688,0.454,Active Import Interval (kW),09-06-2024 15:30
10003448599,000000000023738688,0.502,Active Import Interval (kW),09-06-2024 15:00
10003448599,000000000023738688,0.266,Active Import Interval (kW),09-06-2024 14:30
10003448599,000000000023738688,0.240,Active Import Interval (kW),09-06-2024 14:00
10003448599,000000000023738688,0.264,Active Import Interval (kW),09-06-2024 13:30
10003448599,000000000023738688,0.242,Active Import Interval (kW),09-06-2024 13:00
10003448599,000000000023738688,0.740,Active Import Interval (kW),09-06-2024 12:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),09-06-2024 12:00
10003448599,000000000023738688,0.100,Active Import Interval (kW),09-06-2024 11:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),09-06-2024 11:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),09-06-2024 10:30
10003448599,000000000023738688,0.092,Active Import Interval (kW),09-06-2024 10:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),09-06-2024 09:30
10003448599,000000000023738688,0.112,Active Import Interval (kW),09-06-2024 09:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),09-06-2024 08:30
10003448599,000000000023738688,1.708,Active Import Interval (kW),09-06-2024 08:00
10003448599,000000000023738688,2.762,Active Import Interval (kW),09-06-2024 07:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),09-06-2024 07:00
10003448599,000000000023738688,0.094,Active Import Interval (kW),09-06-2024 06:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),09-06-2024 06:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),09-06-2024 05:30
10003448599,000000000023738688,0.120,Active Import Interval (kW),09-06-2024 05:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),09-06-2024 04:30
10003448599,000000000023738688,0.092,Active Import Interval (kW),09-06-2024 04:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),09-06-2024 03:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),09-06-2024 03:00
10003448599,000000000023738688,0.114,Active Import Interval (kW),09-06-2024 02:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),09-06-2024 02:00
10003448599,000000000023738688,0.188,Active Import Interval (kW),09-06-2024 01:30
10003448599,000000000023738688,0.248,Active Import Interval (kW),09-06-2024 01:00
10003448599,000000000023738688,0.254,Active Import Interval (kW),09-06-2024 00:30
10003448599,000000000023738688,0.214,Active Import Interval (kW),09-06-2024 00:00
