MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10003448599,000000000023738688,0.154,Active Import Interval (kW),10-08-2024 03:00
10003448599,000000000023738688,0.224,Active Import Interval (kW),10-08-2024 02:30
10003448599,000000000023738688,0.492,Active Import Interval (kW),10-08-2024 02:00
10003448599,000000000023738688,0.578,Active Import Interval (kW),10-08-2024 01:30
10003448599,000000000023738688,0.778,Active Import Interval (kW),10-08-2024 01:00
10003448599,000000000023738688,2.832,Active Import Interval (kW),10-08-2024 00:30
10003448599,000000000023738688,2.598,Active Import Interval (kW),10-08-2024 00:00
10003448599,000000000023738688,0.252,Active Import Interval (kW),09-08-2024 23:30
10003448599,000000000023738688,0.214,Active Import Interval (kW),09-08-2024 23:00
10003448599,000000000023738688,0.382,Active Import Interval (kW),09-08-2024 22:30
10003448599,000000000023738688,0.390,Active Import Interval (kW),09-08-2024 22:00
10003448599,000000000023738688,0.422,Active Import Interval (kW),09-08-2024 21:30
10003448599,000000000023738688,0.532,Active Import Interval (kW),09-08-2024 21:00
10003448599,000000000023738688,1.278,Active Import Interval (kW),09-08-2024 20:30
10003448599,000000000023738688,0.982,Active Import Interval (kW),09-08-2024 20:00
10003448599,000000000023738688,0.346,Active Import Interval (kW),09-08-2024 19:30
10003448599,000000000023738688,0.388,Active Import Interval (kW),09-08-2024 19:00
10003448599,000000000023738688,0.370,Active Import Interval (kW),09-08-2024 18:30
10003448599,000000000023738688,0.378,Active Import Interval (kW),09-08-2024 18:00
10003448599,000000000023738688,0.384,Active Import Interval (kW),09-08-2024 17:30
10003448599,000000000023738688,0.308,Active Import Interval (kW),09-08-2024 17:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),09-08-2024 16:30
10003448599,000000000023738688,0.096,Active Import Interval (kW),09-08-2024 16:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),09-08-2024 15:30
10003448599,000000000023738688,0.108,Active Import Interval (kW),09-08-2024 15:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),09-08-2024 14:30
10003448599,000000000023738688,0.120,Active Import Interval (kW),09-08-2024 14:00
10003448599,000000000023738688,0.124,Active Import Interval (kW),09-08-2024 13:30
10003448599,000000000023738688,0.136,Active Import Interval (kW),09-08-2024 13:00
10003448599,000000000023738688,0.134,Active Import Interval (kW),09-08-2024 12:30
10003448599,000000000023738688,0.434,Active Import Interval (kW),09-08-2024 12:00
10003448599,000000000023738688,0.114,Active Import Interval (kW),09-08-2024 11:30
10003448599,000000000023738688,0.112,Active Import Interval (kW),09-08-2024 11:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),09-08-2024 10:30
10003448599,000000000023738688,0.096,Active Import Interval (kW),09-08-2024 10:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),09-08-2024 09:30
10003448599,000000000023738688,0.088,Active Import Interval (kW),09-08-2024 09:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),09-08-2024 08:30
10003448599,000000000023738688,1.648,Active Import Interval (kW),09-08-2024 08:00
10003448599,000000000023738688,2.696,Active Import Interval (kW),09-08-2024 07:30
10003448599,000000000023738688,0.162,Active Import Interval (kW),09-08-2024 07:00
10003448599,000000000023738688,0.092,Active Import Interval (kW),09-08-2024 06:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),09-08-2024 06:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),09-08-2024 05:30
10003448599,000000000023738688,0.090,Active Import Interval (kW),09-08-2024 05:00
10003448599,000000000023738688,0.158,Active Import Interval (kW),09-08-2024 04:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),09-08-2024 04:00
10003448599,000000000023738688,0.264,Active Import Interval (kW),09-08-2024 03:30
10003448599,000000000023738688,0.396,Active Import Interval (kW),09-08-2024 03:00
10003448599,000000000023738688,0.358,Active Import Interval (kW),09-08-2024 02:30
10003448599,000000000023738688,0.412,Active Import Interval (kW),09-08-2024 02:00
10003448599,000000000023738688,0.344,Active Import Interval (kW),09-08-2024 01:30
10003448599,000000000023738688,0.422,Active Import Interval (kW),09-08-2024 01:00
10003448599,000000000023738688,0.362,Active Import Interval (kW),09-08-2024 00:30
10003448599,000000000023738688,0.294,Active Import Interval (kW),09-08-2024 00:00
10003448599,000000000023738688,0.222,Active Import Interval (kW),08-08-2024 23:30
10003448599,000000000023738688,0.250,Active Import Interval (kW),08-08-2024 23:00
10003448599,000000000023738688,0.216,Active Import Interval (kW),08-08-2024 22:30
10003448599,000000000023738688,0.294,Active Import Interval (kW),08-08-2024 22:00
10003448599,000000000023738688,0.484,Active Import Interval (kW),08-08-2024 21:30
10003448599,000000000023738688,0.460,Active Import Interval (kW),08-08-2024 21:00
10003448599,000000000023738688,0.420,Active Import Interval (kW),08-08-2024 20:30
10003448599,000000000023738688,0.448,Active Import Interval (kW),08-08-2024 20:00
10003448599,000000000023738688,0.454,Active Import Interval (kW),08-08-2024 19:30
10003448599,000000000023738688,0.272,Active Import Interval (kW),08-08-2024 19:00
10003448599,000000000023738688,0.242,Active Import Interval (kW),08-08-2024 18:30
10003448599,000000000023738688,0.210,Active Import Interval (kW),08-08-2024 18:00
10003448599,000000000023738688,0.214,Active Import Interval (kW),08-08-2024 17:30
10003448599,000000000023738688,0.238,Active Import Interval (kW),08-08-2024 17:00
10003448599,000000000023738688,0.400,Active Import Interval (kW),08-08-2024 16:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),08-08-2024 16:00
10003448599,000000000023738688,0.252,Active Import Interval (kW),08-08-2024 15:30
10003448599,000000000023738688,0.210,Active Import Interval (kW),08-08-2024 15:00
10003448599,000000000023738688,0.260,Active Import Interval (kW),08-08-2024 14:30
10003448599,000000000023738688,0.346,Active Import Interval (kW),08-08-2024 14:00
10003448599,000000000023738688,0.286,Active Import Interval (kW),08-08-2024 13:30
10003448599,000000000023738688,0.200,Active Import Interval (kW),08-08-2024 13:00
10003448599,000000000023738688,0.164,Active Import Interval (kW),08-08-2024 12:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),08-08-2024 12:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),08-08-2024 11:30
10003448599,000000000023738688,0.104,Active Import Interval (kW),08-08-2024 11:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),08-08-2024 10:30
10003448599,000000000023738688,0.100,Active Import Interval (kW),08-08-2024 10:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),08-08-2024 09:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),08-08-2024 09:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),08-08-2024 08:30
10003448599,000000000023738688,1.658,Active Import Interval (kW),08-08-2024 08:00
10003448599,000000000023738688,2.710,Active Import Interval (kW),08-08-2024 07:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),08-08-2024 07:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),08-08-2024 06:30
10003448599,000000000023738688,0.362,Active Import Interval (kW),08-08-2024 06:00
10003448599,000000000023738688,0.338,Active Import Interval (kW),08-08-2024 05:30
10003448599,000000000023738688,0.326,Active Import Interval (kW),08-08-2024 05:00
10003448599,000000000023738688,0.366,Active Import Interval (kW),08-08-2024 04:30
10003448599,000000000023738688,0.330,Active Import Interval (kW),08-08-2024 04:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),08-08-2024 03:30
10003448599,000000000023738688,0.134,Active Import Interval (kW),08-08-2024 03:00
10003448599,000000000023738688,0.104,Active Import Interval (kW),08-08-2024 02:30
10003448599,000000000023738688,0.220,Active Import Interval (kW),08-08-2024 02:00
10003448599,000000000023738688,0.190,Active Import Interval (kW),08-08-2024 01:30
10003448599,000000000023738688,0.254,Active Import Interval (kW),08-08-2024 01:00
10003448599,000000000023738688,0.208,Active Import Interval (kW),08-08-2024 00:30
10003448599,000000000023738688,0.364,Active Import Interval (kW),08-08-2024 00:00
10003448599,000000000023738688,0.478,Active Import Interval (kW),07-08-2024 23:30
10003448599,000000000023738688,0.468,Active Import Interval (kW),07-08-2024 23:00
10003448599,000000000023738688,0.488,Active Import Interval (kW),07-08-2024 22:30
10003448599,000000000023738688,0.372,Active Import Interval (kW),07-08-2024 22:00
10003448599,000000000023738688,0.342,Active Import Interval (kW),07-08-2024 21:30
10003448599,000000000023738688,0.232,Active Import Interval (kW),07-08-2024 21:00
10003448599,000000000023738688,0.378,Active Import Interval (kW),07-08-2024 20:30
10003448599,000000000023738688,0.390,Active Import Interval (kW),07-08-2024 20:00
10003448599,000000000023738688,0.360,Active Import Interval (kW),07-08-2024 19:30
10003448599,000000000023738688,0.216,Active Import Interval (kW),07-08-2024 19:00
10003448599,000000000023738688,0.254,Active Import Interval (kW),07-08-2024 18:30
10003448599,000000000023738688,0.214,Active Import Interval (kW),07-08-2024 18:00
10003448599,000000000023738688,0.186,Active Import Interval (kW),07-08-2024 17:30
10003448599,000000000023738688,0.368,Active Import Interval (kW),07-08-2024 17:00
10003448599,000000000023738688,0.382,Active Import Interval (kW),07-08-2024 16:30
10003448599,000000000023738688,0.380,Active Import Interval (kW),07-08-2024 16:00
10003448599,000000000023738688,0.410,Active Import Interval (kW),07-08-2024 15:30
10003448599,000000000023738688,0.386,Active Import Interval (kW),07-08-2024 15:00
10003448599,000000000023738688,0.358,Active Import Interval (kW),07-08-2024 14:30
10003448599,000000000023738688,0.180,Active Import Interval (kW),07-08-2024 14:00
10003448599,000000000023738688,0.160,Active Import Interval (kW),07-08-2024 13:30
10003448599,000000000023738688,0.102,Active Import Interval (kW),07-08-2024 13:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),07-08-2024 12:30
10003448599,000000000023738688,0.134,Active Import Interval (kW),07-08-2024 12:00
10003448599,000000000023738688,0.112,Active Import Interval (kW),07-08-2024 11:30
10003448599,000000000023738688,0.110,Active Import Interval (kW),07-08-2024 11:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),07-08-2024 10:30
10003448599,000000000023738688,0.238,Active Import Interval (kW),07-08-2024 10:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),07-08-2024 09:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),07-08-2024 09:00
10003448599,000000000023738688,0.112,Active Import Interval (kW),07-08-2024 08:30
10003448599,000000000023738688,1.530,Active Import Interval (kW),07-08-2024 08:00
10003448599,000000000023738688,2.938,Active Import Interval (kW),07-08-2024 07:30
10003448599,000000000023738688,0.110,Active Import Interval (kW),07-08-2024 07:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),07-08-2024 06:30
10003448599,000000000023738688,0.134,Active Import Interval (kW),07-08-2024 06:00
10003448599,000000000023738688,0.106,Active Import Interval (kW),07-08-2024 05:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),07-08-2024 05:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),07-08-2024 04:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),07-08-2024 04:00
10003448599,000000000023738688,0.132,Active Import Interval (kW),07-08-2024 03:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),07-08-2024 03:00
10003448599,000000000023738688,0.116,Active Import Interval (kW),07-08-2024 02:30
10003448599,000000000023738688,0.124,Active Import Interval (kW),07-08-2024 02:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),07-08-2024 01:30
10003448599,000000000023738688,0.264,Active Import Interval (kW),07-08-2024 01:00
10003448599,000000000023738688,0.264,Active Import Interval (kW),07-08-2024 00:30
10003448599,000000000023738688,0.344,Active Import Interval (kW),07-08-2024 00:00
10003448599,000000000023738688,0.408,Active Import Interval (kW),06-08-2024 23:30
10003448599,000000000023738688,0.488,Active Import Interval (kW),06-08-2024 23:00
10003448599,000000000023738688,0.492,Active Import Interval (kW),06-08-2024 22:30
10003448599,000000000023738688,0.512,Active Import Interval (kW),06-08-2024 22:00
10003448599,000000000023738688,0.320,Active Import Interval (kW),06-08-2024 21:30
10003448599,000000000023738688,0.224,Active Import Interval (kW),06-08-2024 21:00
10003448599,000000000023738688,0.244,Active Import Interval (kW),06-08-2024 20:30
10003448599,000000000023738688,0.170,Active Import Interval (kW),06-08-2024 20:00
10003448599,000000000023738688,0.132,Active Import Interval (kW),06-08-2024 19:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),06-08-2024 19:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),06-08-2024 18:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),06-08-2024 18:00
10003448599,000000000023738688,0.116,Active Import Interval (kW),06-08-2024 17:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),06-08-2024 17:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),06-08-2024 16:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),06-08-2024 16:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),06-08-2024 15:30
10003448599,000000000023738688,0.166,Active Import Interval (kW),06-08-2024 15:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),06-08-2024 14:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),06-08-2024 14:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),06-08-2024 13:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),06-08-2024 13:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),06-08-2024 12:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),06-08-2024 12:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),06-08-2024 11:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),06-08-2024 11:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),06-08-2024 10:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),06-08-2024 10:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),06-08-2024 09:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),06-08-2024 09:00
10003448599,000000000023738688,0.132,Active Import Interval (kW),06-08-2024 08:30
10003448599,000000000023738688,0.128,Active Import Interval (kW),06-08-2024 08:00
10003448599,000000000023738688,0.158,Active Import Interval (kW),06-08-2024 07:30
10003448599,000000000023738688,0.130,Active Import Interval (kW),06-08-2024 07:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),06-08-2024 06:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),06-08-2024 06:00
10003448599,000000000023738688,0.120,Active Import Interval (kW),06-08-2024 05:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),06-08-2024 05:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),06-08-2024 04:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),06-08-2024 04:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),06-08-2024 03:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),06-08-2024 03:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),06-08-2024 02:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),06-08-2024 02:00
10003448599,000000000023738688,0.120,Active Import Interval (kW),06-08-2024 01:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),06-08-2024 01:00
10003448599,000000000023738688,0.156,Active Import Interval (kW),06-08-2024 00:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),06-08-2024 00:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),05-08-2024 23:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),05-08-2024 23:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),05-08-2024 22:30
10003448599,000000000023738688,0.130,Active Import Interval (kW),05-08-2024 22:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 21:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),05-08-2024 21:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),05-08-2024 20:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 20:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),05-08-2024 19:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),05-08-2024 19:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),05-08-2024 18:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 18:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),05-08-2024 17:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),05-08-2024 17:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),05-08-2024 16:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),05-08-2024 16:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),05-08-2024 15:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),05-08-2024 15:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),05-08-2024 14:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),05-08-2024 14:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),05-08-2024 13:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),05-08-2024 13:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),05-08-2024 12:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),05-08-2024 12:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),05-08-2024 11:30
10003448599,000000000023738688,0.172,Active Import Interval (kW),05-08-2024 11:00
10003448599,000000000023738688,0.172,Active Import Interval (kW),05-08-2024 10:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 10:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 09:30
10003448599,000000000023738688,0.182,Active Import Interval (kW),05-08-2024 09:00
10003448599,000000000023738688,0.170,Active Import Interval (kW),05-08-2024 08:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),05-08-2024 08:00
10003448599,000000000023738688,0.178,Active Import Interval (kW),05-08-2024 07:30
10003448599,000000000023738688,0.180,Active Import Interval (kW),05-08-2024 07:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),05-08-2024 06:30
10003448599,000000000023738688,0.164,Active Import Interval (kW),05-08-2024 06:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),05-08-2024 05:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),05-08-2024 05:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),05-08-2024 04:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),05-08-2024 04:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),05-08-2024 03:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),05-08-2024 03:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),05-08-2024 02:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),05-08-2024 02:00
10003448599,000000000023738688,0.154,Active Import Interval (kW),05-08-2024 01:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),05-08-2024 01:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),05-08-2024 00:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),05-08-2024 00:00
10003448599,000000000023738688,0.114,Active Import Interval (kW),04-08-2024 23:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),04-08-2024 23:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),04-08-2024 22:30
10003448599,000000000023738688,0.114,Active Import Interval (kW),04-08-2024 22:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),04-08-2024 21:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),04-08-2024 21:00
10003448599,000000000023738688,0.116,Active Import Interval (kW),04-08-2024 20:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),04-08-2024 20:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),04-08-2024 19:30
10003448599,000000000023738688,0.114,Active Import Interval (kW),04-08-2024 19:00
10003448599,000000000023738688,0.142,Active Import Interval (kW),04-08-2024 18:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),04-08-2024 18:00
10003448599,000000000023738688,0.116,Active Import Interval (kW),04-08-2024 17:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),04-08-2024 17:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),04-08-2024 16:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),04-08-2024 16:00
10003448599,000000000023738688,0.136,Active Import Interval (kW),04-08-2024 15:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),04-08-2024 15:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),04-08-2024 14:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),04-08-2024 14:00
10003448599,000000000023738688,0.162,Active Import Interval (kW),04-08-2024 13:30
10003448599,000000000023738688,0.112,Active Import Interval (kW),04-08-2024 13:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),04-08-2024 12:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),04-08-2024 12:00
10003448599,000000000023738688,0.112,Active Import Interval (kW),04-08-2024 11:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),04-08-2024 11:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),04-08-2024 10:30
10003448599,000000000023738688,0.116,Active Import Interval (kW),04-08-2024 10:00
10003448599,000000000023738688,0.168,Active Import Interval (kW),04-08-2024 09:30
10003448599,000000000023738688,0.124,Active Import Interval (kW),04-08-2024 09:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),04-08-2024 08:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),04-08-2024 08:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),04-08-2024 07:30
10003448599,000000000023738688,0.142,Active Import Interval (kW),04-08-2024 07:00
10003448599,000000000023738688,0.158,Active Import Interval (kW),04-08-2024 06:30
10003448599,000000000023738688,0.118,Active Import Interval (kW),04-08-2024 06:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),04-08-2024 05:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),04-08-2024 05:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),04-08-2024 04:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),04-08-2024 04:00
10003448599,000000000023738688,0.158,Active Import Interval (kW),04-08-2024 03:30
10003448599,000000000023738688,0.118,Active Import Interval (kW),04-08-2024 03:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),04-08-2024 02:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),04-08-2024 02:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),04-08-2024 01:30
10003448599,000000000023738688,0.130,Active Import Interval (kW),04-08-2024 01:00
10003448599,000000000023738688,0.156,Active Import Interval (kW),04-08-2024 00:30
10003448599,000000000023738688,0.134,Active Import Interval (kW),04-08-2024 00:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),03-08-2024 23:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),03-08-2024 23:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),03-08-2024 22:30
10003448599,000000000023738688,0.118,Active Import Interval (kW),03-08-2024 22:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),03-08-2024 21:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),03-08-2024 21:00
10003448599,000000000023738688,0.136,Active Import Interval (kW),03-08-2024 20:30
10003448599,000000000023738688,0.120,Active Import Interval (kW),03-08-2024 20:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),03-08-2024 19:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),03-08-2024 19:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),03-08-2024 18:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),03-08-2024 18:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),03-08-2024 17:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),03-08-2024 17:00
10003448599,000000000023738688,0.130,Active Import Interval (kW),03-08-2024 16:30
10003448599,000000000023738688,0.118,Active Import Interval (kW),03-08-2024 16:00
10003448599,000000000023738688,0.166,Active Import Interval (kW),03-08-2024 15:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),03-08-2024 15:00
10003448599,000000000023738688,0.122,Active Import Interval (kW),03-08-2024 14:30
10003448599,000000000023738688,0.130,Active Import Interval (kW),03-08-2024 14:00
10003448599,000000000023738688,0.146,Active Import Interval (kW),03-08-2024 13:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),03-08-2024 13:00
10003448599,000000000023738688,0.166,Active Import Interval (kW),03-08-2024 12:30
10003448599,000000000023738688,0.144,Active Import Interval (kW),03-08-2024 12:00
10003448599,000000000023738688,0.172,Active Import Interval (kW),03-08-2024 11:30
10003448599,000000000023738688,0.170,Active Import Interval (kW),03-08-2024 11:00
10003448599,000000000023738688,0.162,Active Import Interval (kW),03-08-2024 10:30
10003448599,000000000023738688,0.150,Active Import Interval (kW),03-08-2024 10:00
10003448599,000000000023738688,0.160,Active Import Interval (kW),03-08-2024 09:30
10003448599,000000000023738688,0.174,Active Import Interval (kW),03-08-2024 09:00
10003448599,000000000023738688,0.172,Active Import Interval (kW),03-08-2024 08:30
10003448599,000000000023738688,0.146,Active Import Interval (kW),03-08-2024 08:00
10003448599,000000000023738688,0.186,Active Import Interval (kW),03-08-2024 07:30
10003448599,000000000023738688,0.174,Active Import Interval (kW),03-08-2024 07:00
10003448599,000000000023738688,0.148,Active Import Interval (kW),03-08-2024 06:30
10003448599,000000000023738688,0.178,Active Import Interval (kW),03-08-2024 06:00
10003448599,000000000023738688,0.164,Active Import Interval (kW),03-08-2024 05:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),03-08-2024 05:00
10003448599,000000000023738688,0.138,Active Import Interval (kW),03-08-2024 04:30
10003448599,000000000023738688,0.154,Active Import Interval (kW),03-08-2024 04:00
10003448599,000000000023738688,0.136,Active Import Interval (kW),03-08-2024 03:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),03-08-2024 03:00
10003448599,000000000023738688,0.152,Active Import Interval (kW),03-08-2024 02:30
10003448599,000000000023738688,0.152,Active Import Interval (kW),03-08-2024 02:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),03-08-2024 01:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),03-08-2024 01:00
10003448599,000000000023738688,0.150,Active Import Interval (kW),03-08-2024 00:30
10003448599,000000000023738688,0.148,Active Import Interval (kW),03-08-2024 00:00
10003448599,000000000023738688,0.124,Active Import Interval (kW),02-08-2024 23:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),02-08-2024 23:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),02-08-2024 22:30
10003448599,000000000023738688,0.156,Active Import Interval (kW),02-08-2024 22:00
10003448599,000000000023738688,0.118,Active Import Interval (kW),02-08-2024 21:30
10003448599,000000000023738688,0.158,Active Import Interval (kW),02-08-2024 21:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),02-08-2024 20:30
10003448599,000000000023738688,0.132,Active Import Interval (kW),02-08-2024 20:00
10003448599,000000000023738688,0.124,Active Import Interval (kW),02-08-2024 19:30
10003448599,000000000023738688,0.134,Active Import Interval (kW),02-08-2024 19:00
10003448599,000000000023738688,0.160,Active Import Interval (kW),02-08-2024 18:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),02-08-2024 18:00
10003448599,000000000023738688,0.124,Active Import Interval (kW),02-08-2024 17:30
10003448599,000000000023738688,0.126,Active Import Interval (kW),02-08-2024 17:00
10003448599,000000000023738688,0.170,Active Import Interval (kW),02-08-2024 16:30
10003448599,000000000023738688,0.138,Active Import Interval (kW),02-08-2024 16:00
10003448599,000000000023738688,0.128,Active Import Interval (kW),02-08-2024 15:30
10003448599,000000000023738688,0.128,Active Import Interval (kW),02-08-2024 15:00
10003448599,000000000023738688,0.140,Active Import Interval (kW),02-08-2024 14:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),02-08-2024 14:00
10003448599,000000000023738688,0.144,Active Import Interval (kW),02-08-2024 13:30
10003448599,000000000023738688,0.140,Active Import Interval (kW),02-08-2024 13:00
10003448599,000000000023738688,0.126,Active Import Interval (kW),02-08-2024 12:30
10003448599,000000000023738688,0.122,Active Import Interval (kW),02-08-2024 12:00
